Days,Time,Building and Room,Seats,Enrolled,Waits,Dept_name,
M-W-F--, 1:00P-1:50P, Wom Bldg / ST1, 0, 7, 0, DRAMA(L15), 
-T-R---, 2:30P-3:50P, Academy Bldg / 104, 12, 12, 0, DRAMA(L15), 
M-W----, 10:00A-11:20A, Danforth Ctr / 236, 16, 16, 0, DRAMA(L15), 
M-W----, 11:30A-12:50P, Danforth Ctr / 236, 16, 16, 0, DRAMA(L15), 
-T-R---, 11:30A-12:50P, Wom Bldg / ST2, 12, 15, 0, DRAMA(L15), 
-T-R---, 2:30P-3:50P, Wom Bldg / ST2, 12, 14, 0, DRAMA(L15), 
M-W----, 11:30A-12:50P, Mallinckrodt / 101, 12, 12, 0, DRAMA(L15), 
-T-R---, 1:00P-2:20P, Wom Bldg / ST2, 12, 12, 0, DRAMA(L15), 
-T-R---, 10:00A-11:20A, Mallinckrodt / 101, 12, 15, 0, DRAMA(L15), 
-T-R---, 4:00P-5:20P, Academy Bldg / 103, 10, 10, 0, DRAMA(L15), 
-T-R---, 11:30A-12:50P, Mallinckrodt / 101, 6, 6, 0, DRAMA(L15), 
-T-R---, 1:00P-2:20P, Mallinckrodt / 207, 8, 12, 0, DRAMA(L15), 
-T-R---, 10:00A-11:20A, Mallinckrodt / 101, 12, 15, 0, DRAMA(L15), 
-T-R---, 9:00A-9:50A, Rudolph / 282, 16, 7, 0, FRENCH(L34), 
M-W-F--, 10:00A-10:50A, Lopata Hall / 229, 16, 14, 0, FRENCH(L34), 
M-W-F--, 11:00A-11:50A, Lopata Hall / 229, 16, 11, 0, FRENCH(L34), 
M-W-F--, 12:00P-12:50P, Cupples I / 216, 15, 8, 0, FRENCH(L34), 
M-W-F--, 12:00P-12:50P, Busch / 202, 15, 8, 0, FRENCH(L34), 
M-W-F--, 11:00A-11:50A, Cupples II / 200, 12, 11, 0, FRENCH(L34), 
M-W-F--, 11:00A-11:50A, Rudolph / 282, 12, 6, 0, FRENCH(L34), 
M-W-F--, 12:00P-12:50P, Rudolph / 282, 12, 10, 0, FRENCH(L34), 
M-W-F--, 1:00P-1:50P, Cupples II / L011, 15, 14, 0, FRENCH(L34), 
M-W-F--, 10:00A-10:50A, Cupples I / 215, 12, 11, 0, FRENCH(L34), 
M-W-F--, 11:00A-11:50A, Cupples I / 215, 12, 7, 0, FRENCH(L34), 
M-W-F--, 12:00P-12:50P, Ridgley / 219, 14, 10, 0, FRENCH(L34), 
M-W----, 11:30A-12:50P, Sever / 102, 17, 13, 0, FRENCH(L34), 
M-W----, 2:30P-3:50P, Eads / 103, 15, 12, 0, FRENCH(L34), 
M-W-F--, 2:00P-2:50P, Cupples I / 215, 12, 7, 0, FRENCH(L34), 
M-W-F--, 1:00P-1:50P, Ridgley / 219, 12, 10, 0, FRENCH(L34), 
M------, 3:00P-4:50P, January Hall / 10, 12, 4, 0, FRENCH(L34), 
--W----, 3:00P-3:50P, January Hall / 10, 12, 3, 0, FRENCH(L34), 
--W----, 4:00P-6:50P, Sever / 300, 20, 13, 0, FRENCH(L34), 
---R---, 3:00P-3:50P, Eads / 102, 15, 14, 0, FRENCH(L34), 
M-W-F--, 11:00A-11:50A, January Hall / 10A, 16, 16, 0, FRENCH(L34), 
M-W-F--, 10:00A-10:50A, Cupples II / 200, 14, 14, 0, FRENCH(L34), 
M-W-F--, 1:00P-1:50P, Cupples I / 218, 16, 16, 0, FRENCH(L34), 
-T-R---, 10:00A-11:20A, Cupples I / 115, 19, 19, 0, FRENCH(L34), 
-T-----, 3:00P-4:50P, Eads / 102, 15, 15, 0, FRENCH(L34), 
MTWRF--, 9:00A-9:50A, Eads / 207, 15, 10, 0, JAPANESE(L05), 
MTWRF--, 10:00A-10:50A, Eads / 112, 15, 14, 0, JAPANESE(L05), 
MTWRF--, 2:00P-2:50P, Ridgley / 122, 15, 7, 0, JAPANESE(L05), 
MTWRF--, 3:00P-3:50P, Ridgley / 122, 15, 12, 0, JAPANESE(L05), 
MTWRF--, 10:00A-10:50A, Lopata Hall / 202, 15, 14, 0, JAPANESE(L05), 
MTWRF--, 1:00P-1:50P, Cupples I / 216, 15, 14, 0, JAPANESE(L05), 
TBA, , TBA, 0, 0, 0, JAPANESE(L05), 
-T-R---, 4:00P-5:20P, Crow / 205, 25, 22, 0, JAPANESE(L05), 
M-W----, 10:00A-11:20A, Eads / 211, 14, 12, 0, JAPANESE(L05), 
MTWRF--, 12:00P-12:50P, Eads / 115, 15, 6, 0, JAPANESE(L05), 
M-W----, 2:30P-3:50P, Eads / 112, 15, 1, 0, JAPANESE(L05), 
-T-R---, 11:30A-12:50P, Eads / 207, 15, 7, 0, JAPANESE(L05), 
M-W----, 1:00P-2:20P, Eads / 209, 10, 4, 0, JAPANESE(L05), 
-T-----, 3:00P-5:20P, Ridgley / 107, 10, 3, 0, JAPANESE(L05), 
--W----, 3:00P-5:20P, Busch / 14, 10, 7, 0, JAPANESE(L05), 
TBA, , TBA, 0, 0, 0, JAPANESE(L05), 
TBA, , TBA, 0, 0, 0, JAPANESE(L05), 
TBA, , TBA, 0, 0, 0, JAPANESE(L05), 
TBA, , TBA, 0, 0, 0, JAPANESE(L05), 
TBA, , TBA, 0, 0, 0, JAPANESE(L05), 
-T-R---, 10:00A-11:20A, Seigle / 210, 25, 26, 0, JAPANESE(L05), 
-T-----, 7:00P-10:00P, Brown / 100, 25, 26, 0, JAPANESE(L05), 
TBA, , TBA, 1, 1, 0, JAPANESE(L05), 
TBA, , TBA, 100, 0, 0, MUSIC(L27), 
TBA, , TBA, 100, 0, 0, MUSIC(L27), 
TBA, , TBA, 100, 0, 0, MUSIC(L27), 
TBA, , TBA, 100, 0, 0, MUSIC(L27), 
TBA, , TBA, 100, 0, 0, MUSIC(L27), 
TBA, , TBA, 100, 0, 0, MUSIC(L27), 
TBA, , TBA, 100, 0, 0, MUSIC(L27), 
TBA, , TBA, 100, 0, 0, MUSIC(L27), 
TBA, , TBA, 150, 0, 0, MUSIC(L27), 
TBA, , TBA, 100, 0, 0, MUSIC(L27), 
M-W-F--, 10:00A-10:50A, Music Cls Bldg / 102, 25, 13, 0, MUSIC(L27), 
M-W----, 10:00A-11:20A, Tietjens Hall / 4, 30, 28, 0, MUSIC(L27), 
M-W-F--, 10:00A-10:50A, Music Cls Bldg / 103, 20, 15, 0, MUSIC(L27), 
M-W-F--, 11:00A-11:50A, Music Cls Bldg / 103, 20, 10, 0, MUSIC(L27), 
M------, 11:00A-11:50A, Music Cls Bldg / 101, 5, 4, 0, MUSIC(L27), 
M------, 2:00P-2:50P, Music Cls Bldg / 103, 5, 2, 0, MUSIC(L27), 
-T-----, 2:30P-3:20P, Music Cls Bldg / 103, 5, 4, 0, MUSIC(L27), 
--W----, 3:00P-3:50P, Gaylord / 16, 5, 4, 0, MUSIC(L27), 
---R---, 3:30P-4:20P, Music Cls Bldg / 103, 5, 4, 0, MUSIC(L27), 
-T-----, 2:30P-3:20P, Music Cls Bldg / 103, 4, 2, 0, MUSIC(L27), 
--W----, 12:00P-12:50P, Tietjens Hall / 4, 4, 3, 0, MUSIC(L27), 
--W----, 3:00P-3:50P, Gaylord / 16, 4, 0, 0, MUSIC(L27), 
---R---, 3:30P-4:20P, Music Cls Bldg / 103, 4, 3, 0, MUSIC(L27), 
M-W----, 3:00P-3:50P, Music Cls Bldg / 101, 8, 6, 0, MUSIC(L27), 
M-W----, 5:00P-5:50P, Music Cls Bldg / 101, 8, 7, 0, MUSIC(L27), 
-T-R---, 10:00A-10:50A, Music Cls Bldg / 101, 8, 7, 0, MUSIC(L27), 
-T-R---, 4:30P-5:50P, Tietjens Hall / 4, 15, 3, 0, MUSIC(L27), 
M-W----, 9:00A-9:50A, Music Cls Bldg / 101, 8, 0, 0, MUSIC(L27), 
TBA, , TBA, 0, 4, 0, MUSIC(L27), 
TBA, , TBA, 0, 4, 0, MUSIC(L27), 
TBA, , TBA, 0, 5, 0, MUSIC(L27), 
TBA, , TBA, 0, 6, 0, MUSIC(L27), 
TBA, , TBA, 100, 0, 0, MUSIC(L27), 
---R---, 7:00P-9:30P, 560 Music Cntr / 126, 100, 41, 0, MUSIC(L27), 
--W----, 7:30P-10:00P, 560 Music Cntr / 122, 35, 20, 0, MUSIC(L27), 
-T-----, 6:30P-9:00P, 560 Music Cntr / 126, 100, 55, 0, MUSIC(L27), 
TBA, , TBA, 100, 0, 0, MUSIC(L27), 
M-W----, 4:30P-6:30P, 560 Music Cntr / 112, 50, 35, 0, MUSIC(L27), 
TBA, , TBA, 999, 1, 0, MUSIC(L27), 
TBA, , TBA, 999, 0, 0, MUSIC(L27), 
TBA, , TBA, 999, 0, 0, MUSIC(L27), 
TBA, , TBA, 999, 0, 0, MUSIC(L27), 
TBA, , TBA, 999, 0, 0, MUSIC(L27), 
TBA, , TBA, 999, 0, 0, MUSIC(L27), 
TBA, , TBA, 999, 0, 0, MUSIC(L27), 
TBA, , TBA, 999, 0, 0, MUSIC(L27), 
TBA, , TBA, 999, 0, 0, MUSIC(L27), 
TBA, , TBA, 999, 0, 0, MUSIC(L27), 
TBA, , TBA, 999, 0, 0, MUSIC(L27), 
TBA, , TBA, 99, 0, 0, MUSIC(L27), 
TBA, , TBA, 999, 0, 0, MUSIC(L27), 
TBA, , TBA, 99, 0, 0, MUSIC(L27), 
-T-R---, 8:30A-9:50A, Music Cls Bldg / 102, 25, 6, 0, MUSIC(L27), 
M-W----, 1:00P-2:20P, Music Cls Bldg / 102, 25, 20, 0, MUSIC(L27), 
-T-R---, 11:30A-12:50P, Music Cls Bldg / 102, 25, 8, 0, MUSIC(L27), 
-T-R---, 1:00P-2:20P, Music Cls Bldg / 102, 25, 14, 0, MUSIC(L27), 
M-W-F--, 3:00P-3:50P, Music Cls Bldg / 103, 25, 19, 0, MUSIC(L27), 
M-W----, 11:30A-12:50P, Music Cls Bldg / 102, 25, 22, 0, MUSIC(L27), 
-T-R---, 11:30A-12:50P, Music Cls Bldg / 103, 25, 13, 0, MUSIC(L27), 
-T-R---, 10:00A-11:20A, Music Cls Bldg / 103, 15, 3, 0, MUSIC(L27), 
M-W----, 2:30P-3:50P, Music Cls Bldg / 102, 35, 34, 0, MUSIC(L27), 
TBA, , TBA, 0, 1, 0, MUSIC(L27), 
--W----, 3:00P-3:50P, Tietjens Hall / 203, 5, 3, 0, MUSIC(L27), 
-T-R---, 10:00A-11:20A, Tietjens Hall / 203, 0, 10, 0, MUSIC(L27), 
-T-R---, 10:00A-11:20A, (None) /, 15, 6, 0, MUSIC(L27), 
-T-R---, 1:00P-2:20P, Tietjens Hall / 3, 0, 8, 0, MUSIC(L27), 
-T-R---, 2:30P-3:50P, Tietjens Hall / 3, 0, 9, 0, MUSIC(L27), 
TBA, , TBA, 8, 7, 0, MUSIC(L27), 
TBA, , Tietjens Hall / 203, 0, 3, 0, MUSIC(L27), 
-T-R---, 8:30A-9:50A, Music Cls Bldg / 103, 15, 8, 0, MUSIC(L27), 
--W----, 4:00P-6:50P, Brown / 100, 15, 8, 0, MUSIC(L27), 
----F--, 12:00P-2:50P, Gaylord / 16, 8, 6, 0, MUSIC(L27), 
---R---, 2:30P-5:20P, Gaylord / 16, 8, 4, 0, MUSIC(L27), 
TBA, , TBA, 0, 0, 0, MUSIC(L27), 
TBA, , TBA, 0, 0, 0, MUSIC(L27), 
TBA, , TBA, 999, 0, 0, MUSIC(L27), 
TBA, , TBA, 999, 0, 0, MUSIC(L27), 
TBA, , TBA, 999, 0, 0, MUSIC(L27), 
TBA, , TBA, 99, 0, 0, MUSIC(L27), 
TBA, , TBA, 1, 0, 0, MUSIC(L27), 
TBA, , TBA, 0, 0, 0, MUSIC(L27), 
-T-R---, 10:00A-11:20A, Music Cls Bldg / 102, 25, 25, 0, MUSIC(L27), 
-T-R---, 2:30P-3:50P, Music Cls Bldg / 102, 12, 12, 0, MUSIC(L27), 
--W----, 12:00P-12:50P, Tietjens Hall / 4, 5, 7, 0, MUSIC(L27), 
M-W-F--, 1:00P-1:50P, Music Cls Bldg / 103, 19, 20, 0, MUSIC(L27), 
M------, 11:00A-11:50A, Music Cls Bldg / 101, 4, 5, 0, MUSIC(L27), 
M------, 2:00P-2:50P, Music Cls Bldg / 103, 4, 6, 0, MUSIC(L27), 
--W----, 3:00P-3:50P, Tietjens Hall / 203, 3, 3, 0, MUSIC(L27), 
--W----, 3:00P-3:50P, Tietjens Hall / 203, 3, 3, 0, MUSIC(L27), 
-T-R---, 1:00P-1:50P, Music Cls Bldg / 101, 8, 8, 0, MUSIC(L27), 
M-W----, 2:00P-2:50P, Music Cls Bldg / 101, 8, 8, 0, MUSIC(L27), 
-T-R---, 9:00A-9:50A, Music Cls Bldg / 101, 8, 8, 0, MUSIC(L27), 
-T-R---, 11:00A-11:50A, Music Cls Bldg / 101, 8, 8, 0, MUSIC(L27), 
M-W----, 4:00P-4:50P, Music Cls Bldg / 101, 8, 8, 0, MUSIC(L27), 
----F--, 1:00P-2:50P, 560 Music Cntr / 113, 14, 15, 0, MUSIC(L27), 
TBA, , TBA, 0, 0, 0, MUSIC(L27), 
TBA, , TBA, 0, 3, 0, MUSIC(L27), 
TBA, , TBA, 0, 2, 0, MUSIC(L27), 
TBA, , TBA, 0, 7, 0, MUSIC(L27), 
TBA, , TBA, 0, 4, 0, MUSIC(L27), 
TBA, , TBA, 0, 0, 0, MUSIC(L27), 
TBA, , TBA, 0, 5, 0, MUSIC(L27), 
TBA, , TBA, 0, 0, 0, MUSIC(L27), 
TBA, , TBA, 0, 26, 0, MUSIC(L27), 
TBA, , TBA, 0, 10, 0, MUSIC(L27), 
M-W----, 1:00P-2:20P, Louderman / 461, 17, 17, 0, MUSIC(L27), 
--W----, 12:00P-2:50P, Gaylord / 16, 6, 6, 0, MUSIC(L27), 
M------, 10:00A-12:50A, Gaylord / 16, 8, 9, 0, MUSIC(L27), 
TBA, , TBA, 1, 1, 0, MUSIC(L27), 
TBA, , TBA, 1, 1, 0, MUSIC(L27), 
M-W-F--, 10:00A-10:50A, Wrighton / 300, 300, 175, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W-F--, 12:00P-12:50P, Louderman / 458, 300, 188, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-----, 3:00P-3:50P, Somers Family / 215A, 15, 9, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
--W----, 2:00P-2:50P, Somers Family / 224, 15, 5, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-----, 9:00A-9:50A, Somers Family / 215A, 15, 6, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
--W----, 3:00P-3:50P, Somers Family / 216, 40, 17, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-----, 5:30P-6:30P, S40 Lien / SEMA, 0, 15, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 8:30A-9:50A, Cupples II / 203, 24, 23, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 2:30P-3:50P, Hillman / 60, 100, 72, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 10:00A-11:20A, Hillman / 60, 125, 115, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 9:30A-11:20A, Somers Family / 224, 0, 12, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 11:30A-1:20P, Somers Family / 224, 0, 16, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W-F--, 3:00P-3:50P, Brown / 100, 300, 68, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 11:30A-12:50P, McDonnell / 162, 110, 72, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 2:30P-3:50P, Music Cls Bldg / 102, 35, 34, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 2:30P-3:50P, Wrighton / 250, 75, 68, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 10:00A-11:20A, Seigle / L006, 110, 108, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 2:30P-3:50P, Simon / 023, 80, 70, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 11:30A-12:50P, Hillman / 70, 200, 143, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 10:00A-11:20A, Hillman / 70, 150, 136, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 1:00P-2:20P, Busch / 100, 68, 65, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 11:30A-12:50P, Wilson / 214, 150, 149, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 1:00P-2:20P, Steinberg / 105, 200, 45, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
--W----, 2:00P-4:50P, Simon / 020, 0, 18, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 9:00A-10:20A, Somers Family / 215A, 15, 6, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 2:30P-3:50P, Somers Family / 220, 0, 20, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 11:30A-12:50P, Simon / 020, 25, 14, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-----, 3:00P-5:50P, Eads / 116, 28, 27, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
--W----, 9:00A-11:50A, Somers Family / 216B, 15, 6, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 1:00P-2:20P, Somers Family / 215A, 19, 6, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 10:00A-11:20A, Somers Family / 215B, 19, 16, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 2:30P-3:50P, Eads / 204, 30, 17, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-----, 4:00P-5:20P, Somers Family / 215A, 10, 5, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
---R---, 4:00P-5:50P, Somers Family / 216, 0, 15, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 9:30A-10:50A, Somers Family / 216, 0, 22, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 9:30A-10:50A, Somers Family / 216A, 0, 15, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 11:30A-12:50P, Somers Family / 215, 15, 13, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M------, 1:00P-3:50P, Somers Family / 215A, 15, 6, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-----, 4:00P-5:20P, Somers Family / 216, 0, 13, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
--W----, 12:00P-12:50P, Somers Family / 215, 0, 4, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
--W----, 4:00P-4:50P, Somers Family / 216, 0, 19, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
----F--, 1:00P-1:50P, Somers Family / 215, 0, 5, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 2:00P-3:20P, Somers Family / 215B, 20, 6, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-----, 1:00P-4:00P, West Campus /, 8, 4, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
--W----, 9:00A-11:50A, Somers Family / 216B, 10, 9, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 15, 8, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 10, 2, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
--W----, 10:00A-11:20A, Somers Family / 215B, 8, 5, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 10, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , See Dept /, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 0, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 999, 0, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M------, 4:00P-5:20P, Wilson / 214, 175, 40, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
TBA, , TBA, 0, 2, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-----, 6:00P-8:00P, Somers Family / 215A, 0, 4, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 9:30A-11:20A, Somers Family / 224, 0, 18, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 12:00P-1:50P, Somers Family / 224, 0, 17, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 1:30P-3:20P, Somers Family / 220, 0, 17, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 1:30P-3:20P, Somers Family / 224, 0, 16, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 10:00A-11:20A, Mallinckrodt / 303, 24, 24, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 4:00P-5:20P, Simon / 1, 275, 307, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
M-W----, 1:00P-2:20P, Somers Family / 251, 0, 18, 0, PSYCHOLOGICAL & BRAIN SCIENCES(L33), 
-T-R---, 11:30A-12:50P, Eads / 210, 15, 13, 0, WRITING(L13), 
-T-R---, 10:00A-11:20A, Eads / 116, 15, 4, 0, WRITING(L13), 
M-W----, 10:00A-11:20A, Weil / 010, 12, 11, 0, WRITING(L13), 
M-W----, 11:30A-12:50P, Duncker / 109, 12, 11, 0, WRITING(L13), 
M-W----, 2:30P-3:50P, Duncker / 3, 12, 8, 0, WRITING(L13), 
-T-R---, 10:00A-11:20A, Duncker / 109, 12, 7, 0, WRITING(L13), 
M-W----, 4:00P-5:20P, Eads / 212, 12, 6, 0, WRITING(L13), 
M-W----, 2:00P-3:50P, Danforth Ctr / 236, 12, 11, 0, WRITING(L13), 
M-W----, 10:00A-11:20A, Duncker / 3, 12, 9, 0, WRITING(L13), 
M-W----, 11:30A-12:50P, Weil / 010, 12, 10, 0, WRITING(L13), 
-T-R---, 10:00A-11:20A, Duncker / 1, 12, 9, 0, WRITING(L13), 
M-W----, 1:00P-2:20P, Lopata House / 21, 12, 10, 0, WRITING(L13), 
TBA, , TBA, 0, 0, 0, WRITING(L13), 
M-W----, 2:30P-3:50P, Seigle / 303, 0, 12, 0, WRITING(L13), 
M-W----, 1:00P-2:20P, Seigle / 301, 15, 14, 0, WRITING(L13), 
M-W----, 2:30P-3:50P, Duncker / 1, 15, 6, 0, WRITING(L13), 
-T-R---, 10:00A-11:20A, Duncker / 3, 15, 6, 0, WRITING(L13), 
-T-R---, 11:30A-12:50P, Duncker / 3, 15, 8, 0, WRITING(L13), 
-T-R---, 2:30P-3:50P, Duncker / 1, 15, 14, 0, WRITING(L13), 
M-W----, 10:00A-11:20A, Duncker / 1, 15, 11, 0, WRITING(L13), 
-T-R---, 10:00A-11:20A, Eads / 103, 15, 10, 0, WRITING(L13), 
-T-R---, 11:30A-12:50P, Jubel / 121, 15, 10, 0, WRITING(L13), 
M-W----, 10:00A-11:20A, Eads / 207, 15, 14, 0, WRITING(L13), 
M-W----, 2:30P-3:50P, Duncker / 101, 15, 11, 0, WRITING(L13), 
M-W----, 11:30A-12:50P, Seigle / 204, 12, 10, 0, WRITING(L13), 
M-W----, 2:30P-3:50P, Seigle / 306, 12, 9, 0, WRITING(L13), 
-T-R---, 10:00A-11:20A, Rudolph / 282, 12, 11, 0, WRITING(L13), 
M------, 2:30P-5:20P, Eads / 209, 14, 4, 0, WRITING(L13), 
M------, 2:30P-5:20P, Eads / 211, 14, 5, 0, WRITING(L13), 
-T-----, 2:30P-5:20P, Mallinckrodt / 326, 12, 10, 0, WRITING(L13), 
-T-R---, 10:00A-11:20A, Danforth Ctr / 233, 0, 16, 0, WRITING(L13), 
